cellTime,cell,time,none
ABa:1,ABa,1,17239
ABa:2,ABa,2,18522
ABa:3,ABa,3,19727
ABa:4,ABa,4,20010
ABa:5,ABa,5,20155
ABa:6,ABa,6,17362
ABal:7,ABal,7,13028
ABal:8,ABal,8,15075
ABal:9,ABal,9,18468
ABal:10,ABal,10,22448
ABal:11,ABal,11,25121
ABal:12,ABal,12,26339
ABal:13,ABal,13,25713
ABal:14,ABal,14,22117
ABal:15,ABal,15,18244
ABala:16,ABala,16,14931
ABala:17,ABala,17,12918
ABala:18,ABala,18,14323
ABala:19,ABala,19,18109
ABala:20,ABala,20,20835
ABala:21,ABala,21,23435
ABala:22,ABala,22,24436
ABala:23,ABala,23,26280
ABala:24,ABala,24,24725
ABala:25,ABala,25,20576
ABala:26,ABala,26,16104
ABalaa:27,ABalaa,27,12687
ABalaa:28,ABalaa,28,13124
ABalaa:29,ABalaa,29,15601
ABalaa:30,ABalaa,30,17881
ABalaa:31,ABalaa,31,19752
ABalaa:32,ABalaa,32,20576
ABalaa:33,ABalaa,33,23396
ABalaa:34,ABalaa,34,25288
ABalaa:35,ABalaa,35,26342
ABalaa:36,ABalaa,36,27111
ABalaa:37,ABalaa,37,27246
ABalaa:38,ABalaa,38,26503
ABalaa:39,ABalaa,39,26197
ABalaa:40,ABalaa,40,26668
ABalaa:41,ABalaa,41,26173
ABalaa:42,ABalaa,42,21522
ABalaa:43,ABalaa,43,14418
ABalaaa:44,ABalaaa,44,12578
ABalaaa:45,ABalaaa,45,13215
ABalaaa:46,ABalaaa,46,13628
ABalaaa:47,ABalaaa,47,17716
ABalaaa:48,ABalaaa,48,22894
ABalaaa:49,ABalaaa,49,24121
ABalaaa:50,ABalaaa,50,25044
ABalaaa:51,ABalaaa,51,26988
ABalaaa:52,ABalaaa,52,28881
ABalaaa:53,ABalaaa,53,30449
ABalaaa:54,ABalaaa,54,32108
ABalaaa:55,ABalaaa,55,33759
ABalaaa:56,ABalaaa,56,31596
ABalaaa:57,ABalaaa,57,31660
ABalaaa:58,ABalaaa,58,30459
ABalaaa:59,ABalaaa,59,29458
ABalaaa:60,ABalaaa,60,28545
ABalaaa:61,ABalaaa,61,23313
ABalaaa:62,ABalaaa,62,18260
ABalaaa:63,ABalaaa,63,13853
ABalaaaa:64,ABalaaaa,64,10963
ABalaaaa:65,ABalaaaa,65,9846
ABalaaaa:66,ABalaaaa,66,11232
ABalaaaa:67,ABalaaaa,67,11743
ABalaaaa:68,ABalaaaa,68,12494
ABalaaaa:69,ABalaaaa,69,16175
ABalaaaa:70,ABalaaaa,70,18332
ABalaaaa:71,ABalaaaa,71,18897
ABalaaaa:72,ABalaaaa,72,20417
ABalaaaa:73,ABalaaaa,73,21471
ABalaaaa:74,ABalaaaa,74,21400
ABalaaaa:75,ABalaaaa,75,22072
ABalaaaa:76,ABalaaaa,76,23320
ABalaaaa:77,ABalaaaa,77,23219
ABalaaaa:78,ABalaaaa,78,21878
ABalaaaa:79,ABalaaaa,79,21850
ABalaaaa:80,ABalaaaa,80,22547
ABalaaaa:81,ABalaaaa,81,23059
ABalaaaa:82,ABalaaaa,82,22106
ABalaaaa:83,ABalaaaa,83,24590
ABalaaaa:84,ABalaaaa,84,23938
ABalaaaa:85,ABalaaaa,85,24277
ABalaaaa:86,ABalaaaa,86,23438
ABalaaaa:87,ABalaaaa,87,22054
ABalaaaa:88,ABalaaaa,88,18273
ABalaaaa:89,ABalaaaa,89,13152
ABalaaaa:90,ABalaaaa,90,13033
ABalaaaal:91,ABalaaaal,91,11488
ABalaaaal:92,ABalaaaal,92,11513
ABalaaaal:93,ABalaaaal,93,12552
ABalaaaal:94,ABalaaaal,94,14925
ABalaaaal:95,ABalaaaal,95,16801
ABalaaaal:96,ABalaaaal,96,19272
ABalaaaal:97,ABalaaaal,97,19646
ABalaaaal:98,ABalaaaal,98,20934
ABalaaaal:99,ABalaaaal,99,20158
ABalaaaal:100,ABalaaaal,100,19910
ABalaaaal:101,ABalaaaal,101,19571
ABalaaaal:102,ABalaaaal,102,21056
ABalaaaal:103,ABalaaaal,103,22386
ABalaaaal:104,ABalaaaal,104,21501
ABalaaaal:105,ABalaaaal,105,21913
ABalaaaal:106,ABalaaaal,106,21438
ABalaaaal:107,ABalaaaal,107,20523
ABalaaaal:108,ABalaaaal,108,19962
ABalaaaal:109,ABalaaaal,109,19722
ABalaaaal:110,ABalaaaal,110,19577
ABalaaaal:111,ABalaaaal,111,18824
ABalaaaal:112,ABalaaaal,112,21129
ABalaaaal:113,ABalaaaal,113,19070
ABalaaaal:114,ABalaaaal,114,18343
ABalaaaal:115,ABalaaaal,115,19670
ABalaaaal:116,ABalaaaal,116,20654
ABalaaaal:117,ABalaaaal,117,20282
ABalaaaal:118,ABalaaaal,118,19876
ABalaaaal:119,ABalaaaal,119,21641
ABalaaaal:120,ABalaaaal,120,22011
ABalaaaal:121,ABalaaaal,121,20961
ABalaaaal:122,ABalaaaal,122,18327
ABalaaaal:123,ABalaaaal,123,14151
ABalaaaal:124,ABalaaaal,124,15532
ABalaaaala:125,ABalaaaala,125,13642
ABalaaaala:126,ABalaaaala,126,12949
ABalaaaala:127,ABalaaaala,127,13291
ABalaaaala:128,ABalaaaala,128,14906
ABalaaaala:129,ABalaaaala,129,15997
ABalaaaala:130,ABalaaaala,130,19173
ABalaaaala:131,ABalaaaala,131,13143
ABalaaaala:132,ABalaaaala,132,13482
ABalaaaala:133,ABalaaaala,133,14004
ABalaaaala:134,ABalaaaala,134,13618
ABalaaaala:135,ABalaaaala,135,16026
ABalaaaala:136,ABalaaaala,136,15737
ABalaaaala:137,ABalaaaala,137,16268
ABalaaaala:138,ABalaaaala,138,14887
ABalaaaala:139,ABalaaaala,139,15058
ABalaaaala:140,ABalaaaala,140,15567
ABalaaaala:141,ABalaaaala,141,14782
ABalaaaala:142,ABalaaaala,142,17832
ABalaaaala:143,ABalaaaala,143,18507
ABalaaaala:144,ABalaaaala,144,18169
ABalaaaala:145,ABalaaaala,145,18007
ABalaaaala:146,ABalaaaala,146,18342
ABalaaaala:147,ABalaaaala,147,18226
ABalaaaala:148,ABalaaaala,148,17883
ABalaaaala:149,ABalaaaala,149,18270
ABalaaaala:150,ABalaaaala,150,18323
ABalaaaala:151,ABalaaaala,151,17854
ABalaaaala:152,ABalaaaala,152,18826
ABalaaaala:153,ABalaaaala,153,18271
ABalaaaala:154,ABalaaaala,154,18801
ABalaaaala:155,ABalaaaala,155,19350
ABalaaaala:156,ABalaaaala,156,20145
ABalaaaala:157,ABalaaaala,157,18904
ABalaaaala:158,ABalaaaala,158,19434
ABalaaaala:159,ABalaaaala,159,18634
ABalaaaala:160,ABalaaaala,160,19548
ABalaaaala:161,ABalaaaala,161,21401
ABalaaaala:162,ABalaaaala,162,21515
ABalaaaala:163,ABalaaaala,163,21783
ABalaaaala:164,ABalaaaala,164,21867
ABalaaaala:165,ABalaaaala,165,20053
ABalaaaala:166,ABalaaaala,166,19813
ABalaaaala:167,ABalaaaala,167,20180
ABalaaaala:168,ABalaaaala,168,21452
ABalaaaala:169,ABalaaaala,169,20776
ABalaaaala:170,ABalaaaala,170,22082
ABalaaaala:171,ABalaaaala,171,20237
ABalaaaala:172,ABalaaaala,172,20585
ABalaaaala:173,ABalaaaala,173,19265
ABalaaaala:174,ABalaaaala,174,18068
ABalaaaala:175,ABalaaaala,175,19996
ABalaaaala:176,ABalaaaala,176,21231
ABalaaaala:177,ABalaaaala,177,19523
ABalaaaala:178,ABalaaaala,178,20408
ABalaaaala:179,ABalaaaala,179,23050
ABalaaaala:180,ABalaaaala,180,21423
ABalaaaala:181,ABalaaaala,181,20660
ABalaaaala:182,ABalaaaala,182,21481
ABalaaaala:183,ABalaaaala,183,21369
ABalaaaala:184,ABalaaaala,184,22107
ABalaaaala:185,ABalaaaala,185,20610
ABalaaaala:186,ABalaaaala,186,20645
ABalaaaala:187,ABalaaaala,187,19737
ABalaaaala:188,ABalaaaala,188,16232
ABalaaaala:189,ABalaaaala,189,15947
ABalaaaala:190,ABalaaaala,190,15767
ABalaaaala:191,ABalaaaala,191,15807
ABalaaaalar:192,ABalaaaalar,192,12443
ABalaaaalar:193,ABalaaaalar,193,14198
ABalaaaalar:194,ABalaaaalar,194,12992
ABalaaaalar:195,ABalaaaalar,195,13607
ABalaaaalar:196,ABalaaaalar,196,13514
ABalaaaalar:197,ABalaaaalar,197,14200
ABalaaaalar:198,ABalaaaalar,198,13635
ABalaaaalar:199,ABalaaaalar,199,13519
ABalaaaalar:200,ABalaaaalar,200,12277
ABalaaaalar:201,ABalaaaalar,201,9482
ABalaaaalar:202,ABalaaaalar,202,7916
ABalaaaalar:203,ABalaaaalar,203,8286
ABalaaaalar:204,ABalaaaalar,204,7283
ABalaaaalar:205,ABalaaaalar,205,6166
ABalaaaalar:206,ABalaaaalar,206,6428
ABalaaaalar:207,ABalaaaalar,207,5957
ABalaaaalar:208,ABalaaaalar,208,5755
ABalaaaalar:209,ABalaaaalar,209,5173
ABalaaaalar:210,ABalaaaalar,210,6428
ABalaaaalar:211,ABalaaaalar,211,7208
ABalaaaalar:212,ABalaaaalar,212,7550
ABalaaaalar:213,ABalaaaalar,213,7404
ABalaaaalar:214,ABalaaaalar,214,7285
ABalaaaalar:215,ABalaaaalar,215,8520
ABalaaaalar:216,ABalaaaalar,216,8425
ABalaaaalar:217,ABalaaaalar,217,9193
ABalaaaalar:218,ABalaaaalar,218,8004
ABalaaaalar:219,ABalaaaalar,219,8283
ABalaaaalar:220,ABalaaaalar,220,8351
ABalaaaalar:221,ABalaaaalar,221,10392
ABalaaaalar:222,ABalaaaalar,222,10540
ABalaaaalar:223,ABalaaaalar,223,9675
ABalaaaalal:192,ABalaaaalal,192,13980
ABalaaaalal:193,ABalaaaalal,193,13697
ABalaaaalal:194,ABalaaaalal,194,12648
ABalaaaalal:195,ABalaaaalal,195,14813
ABalaaaalal:196,ABalaaaalal,196,15981
ABalaaaalal:197,ABalaaaalal,197,15318
ABalaaaalal:198,ABalaaaalal,198,14286
ABalaaaalal:199,ABalaaaalal,199,14625
ABalaaaalal:200,ABalaaaalal,200,13999
ABalaaaalal:201,ABalaaaalal,201,9222
ABalaaaalal:202,ABalaaaalal,202,8812
ABalaaaalal:203,ABalaaaalal,203,9030
ABalaaaalal:204,ABalaaaalal,204,8968
ABalaaaalal:205,ABalaaaalal,205,7253
ABalaaaalal:206,ABalaaaalal,206,7101
ABalaaaalal:207,ABalaaaalal,207,5774
ABalaaaalal:208,ABalaaaalal,208,6754
ABalaaaalal:209,ABalaaaalal,209,5949
ABalaaaalal:210,ABalaaaalal,210,5075
ABalaaaalal:211,ABalaaaalal,211,6848
ABalaaaalal:212,ABalaaaalal,212,6356
ABalaaaalal:213,ABalaaaalal,213,5420
ABalaaaalal:214,ABalaaaalal,214,4256
ABalaaaalal:215,ABalaaaalal,215,3781
ABalaaaalal:216,ABalaaaalal,216,3948
ABalaaaalal:217,ABalaaaalal,217,3550
ABalaaaalal:218,ABalaaaalal,218,3321
ABalaaaalal:219,ABalaaaalal,219,4640
ABalaaaalal:220,ABalaaaalal,220,4980
ABalaaaalal:221,ABalaaaalal,221,3449
ABalaaaalal:222,ABalaaaalal,222,3186
ABalaaaalal:223,ABalaaaalal,223,3420
ABalaaaalal:224,ABalaaaalal,224,3201
ABalaaaalal:225,ABalaaaalal,225,3577
ABalaaaalal:226,ABalaaaalal,226,3284
ABalaaaalal:227,ABalaaaalal,227,2912
ABalaaaalal:228,ABalaaaalal,228,3339
ABalaaaalal:229,ABalaaaalal,229,3178
ABalaaaalal:230,ABalaaaalal,230,2728
ABalaaaalal:231,ABalaaaalal,231,2872
ABalaaaalal:232,ABalaaaalal,232,3010
ABalaaaalal:233,ABalaaaalal,233,3215
ABalaaaalal:234,ABalaaaalal,234,3300
ABalaaaalal:235,ABalaaaalal,235,3861
ABalaaaalal:236,ABalaaaalal,236,3219
ABalaaaalal:237,ABalaaaalal,237,4266
ABalaaaalal:238,ABalaaaalal,238,2766
ABalaaaalal:239,ABalaaaalal,239,3347
ABalaaaalal:240,ABalaaaalal,240,4066
ABalaaaalal:241,ABalaaaalal,241,5172
ABalaaaalal:242,ABalaaaalal,242,3618
ABalaaaalal:243,ABalaaaalal,243,3855
ABalaaaalal:244,ABalaaaalal,244,4232
ABalaaaalal:245,ABalaaaalal,245,4134
ABalaaaalal:246,ABalaaaalal,246,5444
ABalaaaalal:247,ABalaaaalal,247,4162
ABalaaaalal:248,ABalaaaalal,248,4264
ABalaaaalal:249,ABalaaaalal,249,4961
ABalaaaalal:250,ABalaaaalal,250,4922
ABalaaaalp:125,ABalaaaalp,125,12940
ABalaaaalp:126,ABalaaaalp,126,12785
ABalaaaalp:127,ABalaaaalp,127,13522
ABalaaaalp:128,ABalaaaalp,128,14723
ABalaaaalp:129,ABalaaaalp,129,17207
ABalaaaalp:130,ABalaaaalp,130,17365
ABalaaaalp:131,ABalaaaalp,131,13799
ABalaaaalp:132,ABalaaaalp,132,15515
ABalaaaalp:133,ABalaaaalp,133,16212
ABalaaaalp:134,ABalaaaalp,134,15940
ABalaaaalp:135,ABalaaaalp,135,16505
ABalaaaalp:136,ABalaaaalp,136,14847
ABalaaaalp:137,ABalaaaalp,137,16609
ABalaaaalp:138,ABalaaaalp,138,15550
ABalaaaalp:139,ABalaaaalp,139,15354
ABalaaaalp:140,ABalaaaalp,140,16241
ABalaaaalp:141,ABalaaaalp,141,16082
ABalaaaalp:142,ABalaaaalp,142,16672
ABalaaaalp:143,ABalaaaalp,143,18955
ABalaaaalp:144,ABalaaaalp,144,16356
ABalaaaalp:145,ABalaaaalp,145,17295
ABalaaaalp:146,ABalaaaalp,146,15699
ABalaaaalp:147,ABalaaaalp,147,16219
ABalaaaalp:148,ABalaaaalp,148,17374
ABalaaaalp:149,ABalaaaalp,149,17630
ABalaaaalp:150,ABalaaaalp,150,17899
ABalaaaalp:151,ABalaaaalp,151,17379
ABalaaaalp:152,ABalaaaalp,152,16509
ABalaaaalp:153,ABalaaaalp,153,17417
ABalaaaalp:154,ABalaaaalp,154,18315
ABalaaaalp:155,ABalaaaalp,155,19130
ABalaaaalp:156,ABalaaaalp,156,20734
ABalaaaalp:157,ABalaaaalp,157,17456
ABalaaaalp:158,ABalaaaalp,158,17559
ABalaaaalp:159,ABalaaaalp,159,16130
ABalaaaalp:160,ABalaaaalp,160,16965
ABalaaaalp:161,ABalaaaalp,161,17610
ABalaaaalp:162,ABalaaaalp,162,18734
ABalaaaalp:163,ABalaaaalp,163,16721
ABalaaaalp:164,ABalaaaalp,164,17887
ABalaaaalp:165,ABalaaaalp,165,17662
ABalaaaalp:166,ABalaaaalp,166,16855
ABalaaaalp:167,ABalaaaalp,167,15616
ABalaaaalp:168,ABalaaaalp,168,17956
ABalaaaalp:169,ABalaaaalp,169,17363
ABalaaaalp:170,ABalaaaalp,170,19535
ABalaaaalp:171,ABalaaaalp,171,19582
ABalaaaalp:172,ABalaaaalp,172,15310
ABalaaaalp:173,ABalaaaalp,173,16432
ABalaaaalp:174,ABalaaaalp,174,17712
ABalaaaalp:175,ABalaaaalp,175,21068
ABalaaaalp:176,ABalaaaalp,176,20613
ABalaaaalp:177,ABalaaaalp,177,18785
ABalaaaalp:178,ABalaaaalp,178,21196
ABalaaaalp:179,ABalaaaalp,179,19320
ABalaaaalp:180,ABalaaaalp,180,20869
ABalaaaalp:181,ABalaaaalp,181,20467
ABalaaaalp:182,ABalaaaalp,182,19500
ABalaaaalp:183,ABalaaaalp,183,20085
ABalaaaalp:184,ABalaaaalp,184,18036
ABalaaaalp:185,ABalaaaalp,185,16469
ABalaaaalp:186,ABalaaaalp,186,12740
ABalaaaalp:187,ABalaaaalp,187,11207
ABalaaaalp:188,ABalaaaalp,188,12850
ABalaaaalp:189,ABalaaaalp,189,15032
ABalaaaalpa:190,ABalaaaalpa,190,12004
ABalaaaalpa:191,ABalaaaalpa,191,11333
ABalaaaalpa:192,ABalaaaalpa,192,12216
ABalaaaalpa:193,ABalaaaalpa,193,12291
ABalaaaalpa:194,ABalaaaalpa,194,12171
ABalaaaalpa:195,ABalaaaalpa,195,10270
ABalaaaalpa:196,ABalaaaalpa,196,13148
ABalaaaalpa:197,ABalaaaalpa,197,10008
ABalaaaalpa:198,ABalaaaalpa,198,9802
ABalaaaalpa:199,ABalaaaalpa,199,8931
ABalaaaalpa:200,ABalaaaalpa,200,8726
ABalaaaalpa:201,ABalaaaalpa,201,5817
ABalaaaalpa:202,ABalaaaalpa,202,5190
ABalaaaalpa:203,ABalaaaalpa,203,6048
ABalaaaalpa:204,ABalaaaalpa,204,4689
ABalaaaalpa:205,ABalaaaalpa,205,5018
ABalaaaalpa:206,ABalaaaalpa,206,4383
ABalaaaalpa:207,ABalaaaalpa,207,4003
ABalaaaalpa:208,ABalaaaalpa,208,3758
ABalaaaalpa:209,ABalaaaalpa,209,4161
ABalaaaalpa:210,ABalaaaalpa,210,2982
ABalaaaalpa:211,ABalaaaalpa,211,2918
ABalaaaalpa:212,ABalaaaalpa,212,2838
ABalaaaalpa:213,ABalaaaalpa,213,2973
ABalaaaalpa:214,ABalaaaalpa,214,3543
ABalaaaalpa:215,ABalaaaalpa,215,2807
ABalaaaalpa:216,ABalaaaalpa,216,4734
ABalaaaalpa:217,ABalaaaalpa,217,5093
ABalaaaalpa:218,ABalaaaalpa,218,5509
ABalaaaalpa:219,ABalaaaalpa,219,4829
ABalaaaalpa:220,ABalaaaalpa,220,3956
ABalaaaalpa:221,ABalaaaalpa,221,3907
ABalaaaalpa:222,ABalaaaalpa,222,5164
ABalaaaalpa:223,ABalaaaalpa,223,5072
ABalaaaalpa:224,ABalaaaalpa,224,6480
ABalaaaalpa:225,ABalaaaalpa,225,4405
ABalaaaalpa:226,ABalaaaalpa,226,3835
ABalaaaalpa:227,ABalaaaalpa,227,3330
ABalaaaalpa:228,ABalaaaalpa,228,5266
ABalaaaalpa:229,ABalaaaalpa,229,5435
ABalaaaalpa:230,ABalaaaalpa,230,7425
ABalaaaalpa:231,ABalaaaalpa,231,5998
ABalaaaalpa:232,ABalaaaalpa,232,4638
ABalaaaalpa:233,ABalaaaalpa,233,4526
ABalaaaalpa:234,ABalaaaalpa,234,6713
ABalaaaalpa:235,ABalaaaalpa,235,3973
ABalaaaalpa:236,ABalaaaalpa,236,3381
ABalaaaalpa:237,ABalaaaalpa,237,2870
ABalaaaalpa:238,ABalaaaalpa,238,2969
ABalaaaalpa:239,ABalaaaalpa,239,3460
ABalaaaalpa:240,ABalaaaalpa,240,4571
ABalaaaalpa:241,ABalaaaalpa,241,4290
ABalaaaalpa:242,ABalaaaalpa,242,5154
ABalaaaalpa:243,ABalaaaalpa,243,5008
ABalaaaalpa:244,ABalaaaalpa,244,6331
ABalaaaalpa:245,ABalaaaalpa,245,4855
ABalaaaalpa:246,ABalaaaalpa,246,4658
ABalaaaalpa:247,ABalaaaalpa,247,4466
ABalaaaalpa:248,ABalaaaalpa,248,3871
ABalaaaalpa:249,ABalaaaalpa,249,3466
ABalaaaalpa:250,ABalaaaalpa,250,2655
ABalaaaalpp:190,ABalaaaalpp,190,11333
ABalaaaalpp:191,ABalaaaalpp,191,10794
ABalaaaalpp:192,ABalaaaalpp,192,10852
ABalaaaalpp:193,ABalaaaalpp,193,11701
ABalaaaalpp:194,ABalaaaalpp,194,12477
ABalaaaalpp:195,ABalaaaalpp,195,11048
ABalaaaalpp:196,ABalaaaalpp,196,10651
ABalaaaalpp:197,ABalaaaalpp,197,9792
ABalaaaalpp:198,ABalaaaalpp,198,8307
ABalaaaalpp:199,ABalaaaalpp,199,7518
ABalaaaalpp:200,ABalaaaalpp,200,7660
ABalaaaalpp:201,ABalaaaalpp,201,6435
ABalaaaalpp:202,ABalaaaalpp,202,5460
ABalaaaalpp:203,ABalaaaalpp,203,4955
ABalaaaalpp:204,ABalaaaalpp,204,3788
ABalaaaalpp:205,ABalaaaalpp,205,3763
ABalaaaalpp:206,ABalaaaalpp,206,2979
ABalaaaalpp:207,ABalaaaalpp,207,3052
ABalaaaalpp:208,ABalaaaalpp,208,2960
ABalaaaalpp:209,ABalaaaalpp,209,2898
ABalaaaalpp:210,ABalaaaalpp,210,2804
ABalaaaalpp:211,ABalaaaalpp,211,2758
ABalaaaalpp:212,ABalaaaalpp,212,2813
ABalaaaalpp:213,ABalaaaalpp,213,2881
ABalaaaalpp:214,ABalaaaalpp,214,2467
ABalaaaalpp:215,ABalaaaalpp,215,3093
ABalaaaalpp:216,ABalaaaalpp,216,3434
ABalaaaalpp:217,ABalaaaalpp,217,2692
ABalaaaalpp:218,ABalaaaalpp,218,1769
ABalaaaalpp:219,ABalaaaalpp,219,2623
ABalaaaalpp:220,ABalaaaalpp,220,1905
ABalaaaalpp:221,ABalaaaalpp,221,2155
ABalaaaalpp:222,ABalaaaalpp,222,2085
ABalaaaalpp:223,ABalaaaalpp,223,2186
ABalaaaalpp:224,ABalaaaalpp,224,1920
ABalaaaalpp:225,ABalaaaalpp,225,1990
ABalaaaalpp:226,ABalaaaalpp,226,1932
ABalaaaalpp:227,ABalaaaalpp,227,1964
ABalaaaalpp:228,ABalaaaalpp,228,2430
ABalaaaalpp:229,ABalaaaalpp,229,2841
ABalaaaalpp:230,ABalaaaalpp,230,2592
ABalaaaalpp:231,ABalaaaalpp,231,2914
ABalaaaalpp:232,ABalaaaalpp,232,2861
ABalaaaalpp:233,ABalaaaalpp,233,2979
ABalaaaalpp:234,ABalaaaalpp,234,2773
ABalaaaalpp:235,ABalaaaalpp,235,2670
ABalaaaalpp:236,ABalaaaalpp,236,3091
ABalaaaalpp:237,ABalaaaalpp,237,2987
ABalaaaalpp:238,ABalaaaalpp,238,2388
ABalaaaalpp:239,ABalaaaalpp,239,2486
ABalaaaalpp:240,ABalaaaalpp,240,2335
ABalaaaalpp:241,ABalaaaalpp,241,3161
ABalaaaalpp:242,ABalaaaalpp,242,2695
ABalaaaalpp:243,ABalaaaalpp,243,2554
ABalaaaalpp:244,ABalaaaalpp,244,2479
ABalaaaalpp:245,ABalaaaalpp,245,2373
ABalaaaalpp:246,ABalaaaalpp,246,2473
ABalaaaalpp:247,ABalaaaalpp,247,3282
ABalaaaalpp:248,ABalaaaalpp,248,3190
ABalaaaalpp:249,ABalaaaalpp,249,3216
ABalaaaalpp:250,ABalaaaalpp,250,3707
ABalaaaar:91,ABalaaaar,91,12721
ABalaaaar:92,ABalaaaar,92,12917
ABalaaaar:93,ABalaaaar,93,15177
ABalaaaar:94,ABalaaaar,94,16784
ABalaaaar:95,ABalaaaar,95,18674
ABalaaaar:96,ABalaaaar,96,19661
ABalaaaar:97,ABalaaaar,97,19517
ABalaaaar:98,ABalaaaar,98,22369
ABalaaaar:99,ABalaaaar,99,20043
ABalaaaar:100,ABalaaaar,100,21502
ABalaaaar:101,ABalaaaar,101,19508
ABalaaaar:102,ABalaaaar,102,20533
ABalaaaar:103,ABalaaaar,103,21689
ABalaaaar:104,ABalaaaar,104,21082
ABalaaaar:105,ABalaaaar,105,20939
ABalaaaar:106,ABalaaaar,106,21126
ABalaaaar:107,ABalaaaar,107,22897
ABalaaaar:108,ABalaaaar,108,20834
ABalaaaar:109,ABalaaaar,109,21989
ABalaaaar:110,ABalaaaar,110,21453
ABalaaaar:111,ABalaaaar,111,22064
ABalaaaar:112,ABalaaaar,112,20911
ABalaaaar:113,ABalaaaar,113,22229
ABalaaaar:114,ABalaaaar,114,22192
ABalaaaar:115,ABalaaaar,115,22098
ABalaaaar:116,ABalaaaar,116,24159
ABalaaaar:117,ABalaaaar,117,23175
ABalaaaar:118,ABalaaaar,118,22813
ABalaaaar:119,ABalaaaar,119,23495
ABalaaaar:120,ABalaaaar,120,24759
ABalaaaar:121,ABalaaaar,121,24136
ABalaaaar:122,ABalaaaar,122,23026
ABalaaaar:123,ABalaaaar,123,20070
ABalaaaar:124,ABalaaaar,124,14943
ABalaaaar:125,ABalaaaar,125,16258
ABalaaaarl:126,ABalaaaarl,126,15010
ABalaaaarl:127,ABalaaaarl,127,13234
ABalaaaarl:128,ABalaaaarl,128,14435
ABalaaaarl:129,ABalaaaarl,129,16522
ABalaaaarl:130,ABalaaaarl,130,17752
ABalaaaarl:131,ABalaaaarl,131,14782
ABalaaaarl:132,ABalaaaarl,132,14554
ABalaaaarl:133,ABalaaaarl,133,15125
ABalaaaarl:134,ABalaaaarl,134,15925
ABalaaaarl:135,ABalaaaarl,135,18047
ABalaaaarl:136,ABalaaaarl,136,17234
ABalaaaarl:137,ABalaaaarl,137,16581
ABalaaaarl:138,ABalaaaarl,138,17086
ABalaaaarl:139,ABalaaaarl,139,16442
ABalaaaarl:140,ABalaaaarl,140,16869
ABalaaaarl:141,ABalaaaarl,141,17415
ABalaaaarl:142,ABalaaaarl,142,19149
ABalaaaarl:143,ABalaaaarl,143,18181
ABalaaaarl:144,ABalaaaarl,144,16979
ABalaaaarl:145,ABalaaaarl,145,18514
ABalaaaarl:146,ABalaaaarl,146,17242
ABalaaaarl:147,ABalaaaarl,147,18099
ABalaaaarl:148,ABalaaaarl,148,18457
ABalaaaarl:149,ABalaaaarl,149,17483
ABalaaaarl:150,ABalaaaarl,150,18514
ABalaaaarl:151,ABalaaaarl,151,17567
ABalaaaarl:152,ABalaaaarl,152,16790
ABalaaaarl:153,ABalaaaarl,153,20105
ABalaaaarl:154,ABalaaaarl,154,19474
ABalaaaarl:155,ABalaaaarl,155,20150
ABalaaaarl:156,ABalaaaarl,156,19832
ABalaaaarl:157,ABalaaaarl,157,19820
ABalaaaarl:158,ABalaaaarl,158,18651
ABalaaaarl:159,ABalaaaarl,159,18579
ABalaaaarl:160,ABalaaaarl,160,20889
ABalaaaarl:161,ABalaaaarl,161,21117
ABalaaaarl:162,ABalaaaarl,162,20207
ABalaaaarl:163,ABalaaaarl,163,23091
ABalaaaarl:164,ABalaaaarl,164,20626
ABalaaaarl:165,ABalaaaarl,165,21017
ABalaaaarl:166,ABalaaaarl,166,21020
ABalaaaarl:167,ABalaaaarl,167,21313
ABalaaaarl:168,ABalaaaarl,168,21376
ABalaaaarl:169,ABalaaaarl,169,23872
ABalaaaarl:170,ABalaaaarl,170,23089
ABalaaaarl:171,ABalaaaarl,171,23468
ABalaaaarl:172,ABalaaaarl,172,24490
ABalaaaarl:173,ABalaaaarl,173,23785
ABalaaaarl:174,ABalaaaarl,174,22190
ABalaaaarl:175,ABalaaaarl,175,21881
ABalaaaarl:176,ABalaaaarl,176,19363
ABalaaaarl:177,ABalaaaarl,177,15137
ABalaaaarl:178,ABalaaaarl,178,17016
ABalaaaarl:179,ABalaaaarl,179,15093
ABalaaaarla:180,ABalaaaarla,180,15139
ABalaaaarla:181,ABalaaaarla,181,16155
ABalaaaarla:182,ABalaaaarla,182,16234
ABalaaaarla:183,ABalaaaarla,183,14511
ABalaaaarla:184,ABalaaaarla,184,15229
ABalaaaarla:185,ABalaaaarla,185,16941
ABalaaaarla:186,ABalaaaarla,186,17577
ABalaaaarla:187,ABalaaaarla,187,15352
ABalaaaarla:188,ABalaaaarla,188,14963
ABalaaaarla:189,ABalaaaarla,189,14925
ABalaaaarla:190,ABalaaaarla,190,14980
ABalaaaarla:191,ABalaaaarla,191,14509
ABalaaaarla:192,ABalaaaarla,192,13687
ABalaaaarla:193,ABalaaaarla,193,12653
ABalaaaarla:194,ABalaaaarla,194,12097
ABalaaaarla:195,ABalaaaarla,195,10467
ABalaaaarla:196,ABalaaaarla,196,8739
ABalaaaarla:197,ABalaaaarla,197,9142
ABalaaaarla:198,ABalaaaarla,198,7300
ABalaaaarla:199,ABalaaaarla,199,7259
ABalaaaarla:200,ABalaaaarla,200,6124
ABalaaaarla:201,ABalaaaarla,201,3729
